Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
July 2021,33 Ashbury/18th,Grid,Saturday,"2,100"
August 2021,33 Ashbury/18th,Grid,Saturday,"2,300"
September 2021,33 Ashbury/18th,Grid,Saturday,"2,500"
October 2021,33 Ashbury/18th,Grid,Saturday,"2,700"
November 2021,33 Ashbury/18th,Grid,Saturday,"2,400"
December 2021,33 Ashbury/18th,Grid,Saturday,"1,800"
January 2022,33 Ashbury/18th,Grid,Saturday,"2,000"
February 2022,33 Ashbury/18th,Grid,Saturday,"2,700"
March 2022,33 Ashbury/18th,Grid,Saturday,"2,700"
April 2022,33 Ashbury/18th,Grid,Saturday,"3,100"
May 2022,33 Ashbury/18th,Grid,Saturday,"3,100"
June 2022,33 Ashbury/18th,Grid,Saturday,"3,300"
July 2022,33 Ashbury/18th,Grid,Saturday,"3,000"
August 2022,33 Ashbury/18th,Grid,Saturday,"3,600"
September 2022,33 Ashbury/18th,Grid,Saturday,"3,700"
October 2022,33 Ashbury/18th,Grid,Saturday,"3,600"
November 2022,33 Ashbury/18th,Grid,Saturday,"3,300"
December 2022,33 Ashbury/18th,Grid,Saturday,"2,500"
January 2023,33 Ashbury/18th,Grid,Saturday,"3,000"
February 2023,33 Ashbury/18th,Grid,Saturday,"3,300"
March 2023,33 Ashbury/18th,Grid,Saturday,"3,300"
April 2023,33 Ashbury/18th,Grid,Saturday,"3,900"
May 2023,33 Ashbury/18th,Grid,Saturday,"3,600"
June 2023,33 Ashbury/18th,Grid,Saturday,"3,800"
July 2023,33 Ashbury/18th,Grid,Saturday,"3,900"
August 2023,33 Ashbury/18th,Grid,Saturday,"4,100"
September 2023,33 Ashbury/18th,Grid,Saturday,"4,000"
October 2023,33 Ashbury/18th,Grid,Saturday,"4,300"
November 2023,33 Ashbury/18th,Grid,Saturday,"3,900"
December 2023,33 Ashbury/18th,Grid,Saturday,"3,400"
January 2024,33 Ashbury/18th,Grid,Saturday,"3,500"
February 2024,33 Ashbury/18th,Grid,Saturday,"4,000"
March 2024,33 Ashbury/18th,Grid,Saturday,"4,100"
April 2024,33 Ashbury/18th,Grid,Saturday,"4,200"
May 2024,33 Ashbury/18th,Grid,Saturday,"3,600"
June 2024,33 Ashbury/18th,Grid,Saturday,"4,000"
July 2024,33 Ashbury/18th,Grid,Saturday,"3,800"
August 2024,33 Ashbury/18th,Grid,Saturday,"4,100"
September 2024,33 Ashbury/18th,Grid,Saturday,"4,200"
October 2024,33 Ashbury/18th,Grid,Saturday,"4,200"
November 2024,33 Ashbury/18th,Grid,Saturday,"3,900"
December 2024,33 Ashbury/18th,Grid,Saturday,"2,900"
January 2025,33 Ashbury/18th,Grid,Saturday,"3,700"
February 2025,33 Ashbury/18th,Grid,Saturday,"4,000"
March 2025,33 Ashbury/18th,Grid,Saturday,"4,200"
April 2025,33 Ashbury/18th,Grid,Saturday,"4,200"
May 2025,33 Ashbury/18th,Grid,Saturday,"4,000"
June 2025,33 Ashbury/18th,Grid,Saturday,"4,000"
July 2025,33 Ashbury/18th,Grid,Saturday,"3,800"
August 2025,33 Ashbury/18th,Grid,Saturday,"4,400"
September 2025,33 Ashbury/18th,Grid,Saturday,"4,500"
October 2025,33 Ashbury/18th,Grid,Saturday,"4,200"
January 2019,35 Eureka,Connector,Saturday,500
February 2019,35 Eureka,Connector,Saturday,400
March 2019,35 Eureka,Connector,Saturday,400
April 2019,35 Eureka,Connector,Saturday,400
May 2019,35 Eureka,Connector,Saturday,300
June 2019,35 Eureka,Connector,Saturday,400
July 2019,35 Eureka,Connector,Saturday,400
August 2019,35 Eureka,Connector,Saturday,300
September 2019,35 Eureka,Connector,Saturday,400
October 2019,35 Eureka,Connector,Saturday,400
November 2019,35 Eureka,Connector,Saturday,200
December 2019,35 Eureka,Connector,Saturday,400
January 2020,35 Eureka,Connector,Saturday,300
February 2020,35 Eureka,Connector,Saturday,200
March 2020,35 Eureka,Connector,Saturday,100
October 2022,35 Eureka,Connector,Saturday,200
November 2022,35 Eureka,Connector,Saturday,200
December 2022,35 Eureka,Connector,Saturday,200
January 2023,35 Eureka,Connector,Saturday,200
February 2023,35 Eureka,Connector,Saturday,300
March 2023,35 Eureka,Connector,Saturday,200
April 2023,35 Eureka,Connector,Saturday,300
May 2023,35 Eureka,Connector,Saturday,300
June 2023,35 Eureka,Connector,Saturday,300
July 2023,35 Eureka,Connector,Saturday,300
August 2023,35 Eureka,Connector,Saturday,300
September 2023,35 Eureka,Connector,Saturday,300
October 2023,35 Eureka,Connector,Saturday,300
November 2023,35 Eureka,Connector,Saturday,300
December 2023,35 Eureka,Connector,Saturday,200
January 2024,35 Eureka,Connector,Saturday,300
February 2024,35 Eureka,Connector,Saturday,100
March 2024,35 Eureka,Connector,Saturday,100
April 2024,35 Eureka,Connector,Saturday,100
May 2024,35 Eureka,Connector,Saturday,100
June 2024,35 Eureka,Connector,Saturday,200
July 2024,35 Eureka,Connector,Saturday,100
August 2024,35 Eureka,Connector,Saturday,200
September 2024,35 Eureka,Connector,Saturday,100
October 2024,35 Eureka,Connector,Saturday,100
November 2024,35 Eureka,Connector,Saturday,300
December 2024,35 Eureka,Connector,Saturday,300
January 2025,35 Eureka,Connector,Saturday,200
February 2025,35 Eureka,Connector,Saturday,200
March 2025,35 Eureka,Connector,Saturday,200
April 2025,35 Eureka,Connector,Saturday,200
May 2025,35 Eureka,Connector,Saturday,300
June 2025,35 Eureka,Connector,Saturday,400
July 2025,35 Eureka,Connector,Saturday,300
August 2025,35 Eureka,Connector,Saturday,300
September 2025,35 Eureka,Connector,Saturday,400
October 2025,35 Eureka,Connector,Saturday,400
January 2019,36 Teresita,Connector,Saturday,700
February 2019,36 Teresita,Connector,Saturday,600
March 2019,36 Teresita,Connector,Saturday,500
April 2019,36 Teresita,Connector,Saturday,500
May 2019,36 Teresita,Connector,Saturday,600
June 2019,36 Teresita,Connector,Saturday,600
July 2019,36 Teresita,Connector,Saturday,700
August 2019,36 Teresita,Connector,Saturday,700
September 2019,36 Teresita,Connector,Saturday,800
October 2019,36 Teresita,Connector,Saturday,900
November 2019,36 Teresita,Connector,Saturday,700
December 2019,36 Teresita,Connector,Saturday,700
January 2020,36 Teresita,Connector,Saturday,700
February 2020,36 Teresita,Connector,Saturday,600
March 2020,36 Teresita,Connector,Saturday,300
November 2022,36 Teresita,Connector,Saturday,100
December 2022,36 Teresita,Connector,Saturday,200
January 2023,36 Teresita,Connector,Saturday,300
February 2023,36 Teresita,Connector,Saturday,300
March 2023,36 Teresita,Connector,Saturday,400
April 2023,36 Teresita,Connector,Saturday,400
May 2023,36 Teresita,Connector,Saturday,400
June 2023,36 Teresita,Connector,Saturday,400
July 2023,36 Teresita,Connector,Saturday,400
August 2023,36 Teresita,Connector,Saturday,400
September 2023,36 Teresita,Connector,Saturday,400
October 2023,36 Teresita,Connector,Saturday,500
November 2023,36 Teresita,Connector,Saturday,400
December 2023,36 Teresita,Connector,Saturday,400
January 2024,36 Teresita,Connector,Saturday,400
February 2024,36 Teresita,Connector,Saturday,400
March 2024,36 Teresita,Connector,Saturday,300
April 2024,36 Teresita,Connector,Saturday,400
May 2024,36 Teresita,Connector,Saturday,400
June 2024,36 Teresita,Connector,Saturday,500
July 2024,36 Teresita,Connector,Saturday,400
August 2024,36 Teresita,Connector,Saturday,400
September 2024,36 Teresita,Connector,Saturday,400
October 2024,36 Teresita,Connector,Saturday,400
November 2024,36 Teresita,Connector,Saturday,400
December 2024,36 Teresita,Connector,Saturday,300
January 2025,36 Teresita,Connector,Saturday,500
February 2025,36 Teresita,Connector,Saturday,400
March 2025,36 Teresita,Connector,Saturday,500
April 2025,36 Teresita,Connector,Saturday,500
May 2025,36 Teresita,Connector,Saturday,400
June 2025,36 Teresita,Connector,Saturday,500
July 2025,36 Teresita,Connector,Saturday,500
August 2025,36 Teresita,Connector,Saturday,500
September 2025,36 Teresita,Connector,Saturday,500
October 2025,36 Teresita,Connector,Saturday,500
January 2019,37 Corbett,Connector,Saturday,800
February 2019,37 Corbett,Connector,Saturday,"1,000"
March 2019,37 Corbett,Connector,Saturday,800
April 2019,37 Corbett,Connector,Saturday,"1,100"
May 2019,37 Corbett,Connector,Saturday,"1,100"
June 2019,37 Corbett,Connector,Saturday,"1,100"
July 2019,37 Corbett,Connector,Saturday,"1,000"
August 2019,37 Corbett,Connector,Saturday,"1,200"
September 2019,37 Corbett,Connector,Saturday,"1,300"
October 2019,37 Corbett,Connector,Saturday,"1,300"
November 2019,37 Corbett,Connector,Saturday,600
December 2019,37 Corbett,Connector,Saturday,500
January 2020,37 Corbett,Connector,Saturday,500
February 2020,37 Corbett,Connector,Saturday,500
March 2020,37 Corbett,Connector,Saturday,300
August 2020,37 Corbett,Connector,Saturday,200
January 2021,37 Corbett,Connector,Saturday,100
October 2022,37 Corbett,Connector,Saturday,100
November 2022,37 Corbett,Connector,Saturday,300
December 2022,37 Corbett,Connector,Saturday,400
January 2023,37 Corbett,Connector,Saturday,400
February 2023,37 Corbett,Connector,Saturday,300
March 2023,37 Corbett,Connector,Saturday,500
April 2023,37 Corbett,Connector,Saturday,700
May 2023,37 Corbett,Connector,Saturday,600
June 2023,37 Corbett,Connector,Saturday,400
July 2023,37 Corbett,Connector,Saturday,700
August 2023,37 Corbett,Connector,Saturday,700
September 2023,37 Corbett,Connector,Saturday,700
October 2023,37 Corbett,Connector,Saturday,200
November 2023,37 Corbett,Connector,Saturday,400
December 2023,37 Corbett,Connector,Saturday,500
January 2024,37 Corbett,Connector,Saturday,500
February 2024,37 Corbett,Connector,Saturday,700
March 2024,37 Corbett,Connector,Saturday,700
April 2024,37 Corbett,Connector,Saturday,700
May 2024,37 Corbett,Connector,Saturday,700
June 2024,37 Corbett,Connector,Saturday,800
July 2024,37 Corbett,Connector,Saturday,700
August 2024,37 Corbett,Connector,Saturday,700
September 2024,37 Corbett,Connector,Saturday,700
October 2024,37 Corbett,Connector,Saturday,700
November 2024,37 Corbett,Connector,Saturday,600
December 2024,37 Corbett,Connector,Saturday,500
January 2025,37 Corbett,Connector,Saturday,700
February 2025,37 Corbett,Connector,Saturday,700
March 2025,37 Corbett,Connector,Saturday,700
April 2025,37 Corbett,Connector,Saturday,700
May 2025,37 Corbett,Connector,Saturday,700
June 2025,37 Corbett,Connector,Saturday,500
July 2025,37 Corbett,Connector,Saturday,600
August 2025,37 Corbett,Connector,Saturday,800
September 2025,37 Corbett,Connector,Saturday,700
October 2025,37 Corbett,Connector,Saturday,700
January 2019,38 Geary,Frequent Local,Saturday,"19,500"
February 2019,38 Geary,Frequent Local,Saturday,"19,200"
March 2019,38 Geary,Frequent Local,Saturday,"20,400"
April 2019,38 Geary,Frequent Local,Saturday,"23,600"
May 2019,38 Geary,Frequent Local,Saturday,"19,800"
June 2019,38 Geary,Frequent Local,Saturday,"21,400"
July 2019,38 Geary,Frequent Local,Saturday,"20,000"
August 2019,38 Geary,Frequent Local,Saturday,"20,200"
September 2019,38 Geary,Frequent Local,Saturday,"21,500"
October 2019,38 Geary,Frequent Local,Saturday,"22,500"
November 2019,38 Geary,Frequent Local,Saturday,"20,700"
December 2019,38 Geary,Frequent Local,Saturday,"20,700"
January 2020,38 Geary,Frequent Local,Saturday,"21,100"
February 2020,38 Geary,Frequent Local,Saturday,"21,500"
March 2020,38 Geary,Frequent Local,Saturday,"11,500"
April 2020,38 Geary,Frequent Local,Saturday,"6,800"
May 2020,38 Geary,Frequent Local,Saturday,"6,900"
June 2020,38 Geary,Frequent Local,Saturday,"8,100"
July 2020,38 Geary,Frequent Local,Saturday,"8,600"
August 2020,38 Geary,Frequent Local,Saturday,"8,500"
September 2020,38 Geary,Frequent Local,Saturday,"9,000"
October 2020,38 Geary,Frequent Local,Saturday,"9,300"
November 2020,38 Geary,Frequent Local,Saturday,"9,400"
December 2020,38 Geary,Frequent Local,Saturday,"8,100"
January 2021,38 Geary,Frequent Local,Saturday,"8,200"
February 2021,38 Geary,Frequent Local,Saturday,"8,400"
March 2021,38 Geary,Frequent Local,Saturday,"9,400"
April 2021,38 Geary,Frequent Local,Saturday,"9,700"
May 2021,38 Geary,Frequent Local,Saturday,"9,900"
June 2021,38 Geary,Frequent Local,Saturday,"10,300"
July 2021,38 Geary,Frequent Local,Saturday,"11,300"
August 2021,38 Geary,Frequent Local,Saturday,"10,400"
September 2021,38 Geary,Frequent Local,Saturday,"11,300"
October 2021,38 Geary,Frequent Local,Saturday,"12,100"
November 2021,38 Geary,Frequent Local,Saturday,"11,600"
December 2021,38 Geary,Frequent Local,Saturday,"9,400"
January 2022,38 Geary,Frequent Local,Saturday,"9,400"
February 2022,38 Geary,Frequent Local,Saturday,"9,900"
March 2022,38 Geary,Frequent Local,Saturday,"10,500"
April 2022,38 Geary,Frequent Local,Saturday,"12,600"
May 2022,38 Geary,Frequent Local,Saturday,"12,700"
June 2022,38 Geary,Frequent Local,Saturday,"13,100"
July 2022,38 Geary,Frequent Local,Saturday,"12,800"
August 2022,38 Geary,Frequent Local,Saturday,"14,400"
September 2022,38 Geary,Frequent Local,Saturday,"15,000"
October 2022,38 Geary,Frequent Local,Saturday,"14,100"
November 2022,38 Geary,Frequent Local,Saturday,"13,700"
December 2022,38 Geary,Frequent Local,Saturday,"11,800"
January 2023,38 Geary,Frequent Local,Saturday,"12,500"
February 2023,38 Geary,Frequent Local,Saturday,"13,700"
March 2023,38 Geary,Frequent Local,Saturday,"14,000"
April 2023,38 Geary,Frequent Local,Saturday,"15,900"
May 2023,38 Geary,Frequent Local,Saturday,"14,400"
June 2023,38 Geary,Frequent Local,Saturday,"14,800"
July 2023,38 Geary,Frequent Local,Saturday,"15,400"
August 2023,38 Geary,Frequent Local,Saturday,"15,000"
September 2023,38 Geary,Frequent Local,Saturday,"14,500"
October 2023,38 Geary,Frequent Local,Saturday,"14,300"
November 2023,38 Geary,Frequent Local,Saturday,"14,700"
December 2023,38 Geary,Frequent Local,Saturday,"12,900"
January 2024,38 Geary,Frequent Local,Saturday,"13,300"
February 2024,38 Geary,Frequent Local,Saturday,"14,700"
March 2024,38 Geary,Frequent Local,Saturday,"15,300"
April 2024,38 Geary,Frequent Local,Saturday,"16,400"
May 2024,38 Geary,Frequent Local,Saturday,"14,200"
June 2024,38 Geary,Frequent Local,Saturday,"15,600"
July 2024,38 Geary,Frequent Local,Saturday,"15,000"
August 2024,38 Geary,Frequent Local,Saturday,"16,700"
September 2024,38 Geary,Frequent Local,Saturday,"16,400"
October 2024,38 Geary,Frequent Local,Saturday,"17,200"
November 2024,38 Geary,Frequent Local,Saturday,"14,800"
December 2024,38 Geary,Frequent Local,Saturday,"12,600"
January 2025,38 Geary,Frequent Local,Saturday,"15,300"
February 2025,38 Geary,Frequent Local,Saturday,"14,900"
March 2025,38 Geary,Frequent Local,Saturday,"15,900"
April 2025,38 Geary,Frequent Local,Saturday,"17,200"
May 2025,38 Geary,Frequent Local,Saturday,"14,700"
June 2025,38 Geary,Frequent Local,Saturday,"15,900"
July 2025,38 Geary,Frequent Local,Saturday,"15,200"
August 2025,38 Geary,Frequent Local,Saturday,"16,500"
September 2025,38 Geary,Frequent Local,Saturday,"16,700"
October 2025,38 Geary,Frequent Local,Saturday,"16,700"
January 2019,38AX Geary A Express,Specialized,Saturday,
February 2019,38AX Geary A Express,Specialized,Saturday,
March 2019,38AX Geary A Express,Specialized,Saturday,
April 2019,38AX Geary A Express,Specialized,Saturday,
May 2019,38AX Geary A Express,Specialized,Saturday,
June 2019,38AX Geary A Express,Specialized,Saturday,
July 2019,38AX Geary A Express,Specialized,Saturday,
August 2019,38AX Geary A Express,Specialized,Saturday,
September 2019,38AX Geary A Express,Specialized,Saturday,
October 2019,38AX Geary A Express,Specialized,Saturday,
November 2019,38AX Geary A Express,Specialized,Saturday,
December 2019,38AX Geary A Express,Specialized,Saturday,
January 2020,38AX Geary A Express,Specialized,Saturday,
February 2020,38AX Geary A Express,Specialized,Saturday,
March 2020,38AX Geary A Express,Specialized,Saturday,
January 2019,38BX Geary B Express,Specialized,Saturday,
February 2019,38BX Geary B Express,Specialized,Saturday,
March 2019,38BX Geary B Express,Specialized,Saturday,
April 2019,38BX Geary B Express,Specialized,Saturday,
May 2019,38BX Geary B Express,Specialized,Saturday,
June 2019,38BX Geary B Express,Specialized,Saturday,
July 2019,38BX Geary B Express,Specialized,Saturday,
August 2019,38BX Geary B Express,Specialized,Saturday,
September 2019,38BX Geary B Express,Specialized,Saturday,
October 2019,38BX Geary B Express,Specialized,Saturday,
November 2019,38BX Geary B Express,Specialized,Saturday,
December 2019,38BX Geary B Express,Specialized,Saturday,
January 2020,38BX Geary B Express,Specialized,Saturday,
February 2020,38BX Geary B Express,Specialized,Saturday,
March 2020,38BX Geary B Express,Specialized,Saturday,
January 2019,38R Geary Rapid,Rapid Bus,Saturday,"12,800"
February 2019,38R Geary Rapid,Rapid Bus,Saturday,"12,600"
March 2019,38R Geary Rapid,Rapid Bus,Saturday,"14,300"
April 2019,38R Geary Rapid,Rapid Bus,Saturday,"15,900"
May 2019,38R Geary Rapid,Rapid Bus,Saturday,"13,000"
June 2019,38R Geary Rapid,Rapid Bus,Saturday,"14,600"
July 2019,38R Geary Rapid,Rapid Bus,Saturday,"13,800"
August 2019,38R Geary Rapid,Rapid Bus,Saturday,"13,500"
September 2019,38R Geary Rapid,Rapid Bus,Saturday,"14,000"
October 2019,38R Geary Rapid,Rapid Bus,Saturday,"13,800"
November 2019,38R Geary Rapid,Rapid Bus,Saturday,"13,600"
December 2019,38R Geary Rapid,Rapid Bus,Saturday,"14,400"
January 2020,38R Geary Rapid,Rapid Bus,Saturday,"13,500"
February 2020,38R Geary Rapid,Rapid Bus,Saturday,"14,200"
March 2020,38R Geary Rapid,Rapid Bus,Saturday,"6,900"
April 2020,38R Geary Rapid,Rapid Bus,Saturday,"1,000"
May 2020,38R Geary Rapid,Rapid Bus,Saturday,"3,500"
June 2020,38R Geary Rapid,Rapid Bus,Saturday,"4,300"
July 2020,38R Geary Rapid,Rapid Bus,Saturday,"4,800"
August 2020,38R Geary Rapid,Rapid Bus,Saturday,"5,100"
September 2020,38R Geary Rapid,Rapid Bus,Saturday,"6,000"
October 2020,38R Geary Rapid,Rapid Bus,Saturday,"6,400"
November 2020,38R Geary Rapid,Rapid Bus,Saturday,"6,000"
December 2020,38R Geary Rapid,Rapid Bus,Saturday,"5,700"
January 2021,38R Geary Rapid,Rapid Bus,Saturday,"5,700"
February 2021,38R Geary Rapid,Rapid Bus,Saturday,"6,700"
March 2021,38R Geary Rapid,Rapid Bus,Saturday,"6,900"
April 2021,38R Geary Rapid,Rapid Bus,Saturday,"7,100"
May 2021,38R Geary Rapid,Rapid Bus,Saturday,"7,300"
June 2021,38R Geary Rapid,Rapid Bus,Saturday,"8,700"
July 2021,38R Geary Rapid,Rapid Bus,Saturday,"9,000"
August 2021,38R Geary Rapid,Rapid Bus,Saturday,"9,900"
September 2021,38R Geary Rapid,Rapid Bus,Saturday,"9,500"
October 2021,38R Geary Rapid,Rapid Bus,Saturday,"10,600"
November 2021,38R Geary Rapid,Rapid Bus,Saturday,"10,600"
December 2021,38R Geary Rapid,Rapid Bus,Saturday,"9,800"
January 2022,38R Geary Rapid,Rapid Bus,Saturday,"8,700"
February 2022,38R Geary Rapid,Rapid Bus,Saturday,"10,900"
March 2022,38R Geary Rapid,Rapid Bus,Saturday,"11,400"
April 2022,38R Geary Rapid,Rapid Bus,Saturday,"12,700"
May 2022,38R Geary Rapid,Rapid Bus,Saturday,"11,500"
June 2022,38R Geary Rapid,Rapid Bus,Saturday,"12,300"
July 2022,38R Geary Rapid,Rapid Bus,Saturday,"11,900"
August 2022,38R Geary Rapid,Rapid Bus,Saturday,"12,600"
September 2022,38R Geary Rapid,Rapid Bus,Saturday,"13,000"
October 2022,38R Geary Rapid,Rapid Bus,Saturday,"13,200"
November 2022,38R Geary Rapid,Rapid Bus,Saturday,"12,500"
December 2022,38R Geary Rapid,Rapid Bus,Saturday,"10,000"
January 2023,38R Geary Rapid,Rapid Bus,Saturday,"11,200"
February 2023,38R Geary Rapid,Rapid Bus,Saturday,"12,300"
March 2023,38R Geary Rapid,Rapid Bus,Saturday,"12,800"
April 2023,38R Geary Rapid,Rapid Bus,Saturday,"14,500"
